2026-04-13T09:22:05.488Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T09:22:05.490Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T09:22:05.490Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T09:22:05.491Z - New Order: 58, Balaji Enclave, Manglaya Sadak, Indore, Madhya Pradesh 453771, India, Lat: 22.798434242721534, Lng: 75.92257872586505
2026-04-13T09:22:05.491Z - Nearby Found: 1
2026-04-13T09:46:00.967Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T09:46:00.980Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T09:46:00.981Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T09:46:00.982Z - New Order: 58, Balaji Enclave, Manglaya Sadak, Indore, Madhya Pradesh 453771, India, Lat: 22.798434242721534, Lng: 75.92257872586505
2026-04-13T09:46:00.983Z - Nearby Found: 1
2026-04-13T09:50:53.961Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T09:50:53.963Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T09:50:53.964Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T09:50:53.965Z - New Order: 58, Balaji Enclave, Manglaya Sadak, Indore, Madhya Pradesh 453771, India, Lat: 22.798434242721534, Lng: 75.92257872586505
2026-04-13T09:50:53.965Z - Nearby Found: 1
2026-04-13T10:03:03.574Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T10:03:03.576Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T10:03:03.577Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T10:03:03.578Z - New Order: 58, Balaji Enclave, Manglaya Sadak, Indore, Madhya Pradesh 453771, India, Lat: 22.798434242721534, Lng: 75.92257872586505
2026-04-13T10:03:03.579Z - Nearby Found: 1
2026-04-13T10:18:58.096Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T10:18:58.098Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T10:18:58.099Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T10:18:58.100Z - New Order: 58, Balaji Enclave, Manglaya Sadak, Indore, Madhya Pradesh 453771, India, Lat: 22.798434242721534, Lng: 75.92257872586505
2026-04-13T10:18:58.101Z - Nearby Found: 1
2026-04-13T10:18:59.246Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T10:18:59.247Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T10:18:59.248Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T10:18:59.248Z - New Order: 58, Balaji Enclave, Manglaya Sadak, Indore, Madhya Pradesh 453771, India, Lat: 22.798434242721534, Lng: 75.92257872586505
2026-04-13T10:18:59.248Z - Nearby Found: 1
2026-04-13T11:16:32.639Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T11:16:32.652Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T11:16:32.653Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T11:37:27.741Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T11:37:27.742Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T11:37:27.743Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T11:58:57.141Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T11:58:57.142Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T11:58:57.143Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T12:10:21.414Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T12:10:21.416Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T12:10:21.417Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T12:12:13.772Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T12:12:13.774Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T12:12:13.776Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T12:14:38.080Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T12:14:38.082Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T12:14:38.083Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T12:15:28.626Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T12:15:28.628Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T12:15:28.630Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-14T05:21:05.079Z - Order #EZ-4654 created. Finding nearby vendors... Found: 1
2026-04-14T05:21:05.085Z - Broadcasting to vendor room: user_69dc903c3386c4d76f1d0580
2026-04-14T05:26:26.470Z - Order #EZ-6689 created. Finding nearby vendors... Found: 1
2026-04-14T05:26:26.473Z - Broadcasting to vendor room: user_69dc903c3386c4d76f1d0580
2026-04-14T05:30:49.066Z - Order #EZ-5561 created. Finding nearby vendors... Found: 1
2026-04-14T05:30:49.071Z - Broadcasting to vendor room: user_69dc903c3386c4d76f1d0580
2026-04-30T06:01:54.181Z - 📡 [TRAFFIC] 11:31:54 am | GET /api/admin/config
2026-04-30T06:01:54.184Z - 📡 [TRAFFIC] 11:31:54 am | GET /api/auth/profile/69f1d2bc2c76f5ab4ec82160
2026-04-30T06:01:54.262Z - 📡 [TRAFFIC] 11:31:54 am | GET /api/orders/nearby-vendors?lat=22.7196&lng=75.8577&radius=15
2026-04-30T06:01:54.265Z - 📡 [TRAFFIC] 11:31:54 am | GET /api/admin/config
2026-04-30T06:01:54.268Z - 📡 [TRAFFIC] 11:31:54 am | GET /api/auth/profile/69f1d2bc2c76f5ab4ec82160
2026-04-30T06:01:54.306Z - 📡 [TRAFFIC] 11:31:54 am | GET /api/orders/nearby-vendors?lat=22.798059&lng=75.9232677&radius=15
2026-04-30T06:01:54.363Z - 📡 [TRAFFIC] 11:31:54 am | GET /api/services?approvedOnly=true
2026-04-30T06:01:54.381Z - 📡 [TRAFFIC] 11:31:54 am | GET /api/orders/nearby-vendors?lat=22.798059&lng=75.9232677&radius=15
2026-04-30T06:01:54.763Z - 📡 [TRAFFIC] 11:31:54 am | GET /api/master-services
2026-04-30T06:01:54.796Z - 📡 [TRAFFIC] 11:31:54 am | GET /api/orders/nearby-vendors?lat=22.798059&lng=75.9232677&radius=15
2026-04-30T06:01:55.381Z - 📡 [TRAFFIC] 11:31:55 am | GET /api/orders/nearby-vendors?lat=22.798059&lng=75.9232677&radius=15
2026-04-30T06:02:42.904Z - 📡 [TRAFFIC] 11:32:42 am | POST /api/orders
2026-04-30T06:02:43.212Z - Global broadcast sent for Order #EZ-9131
2026-04-30T06:02:43.223Z - 📡 [TRAFFIC] 11:32:43 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:02:43.226Z - 📡 [TRAFFIC] 11:32:43 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:02:43.312Z - Broadcasting to vendor room: user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:02:43.461Z - 📡 [TRAFFIC] 11:32:43 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:02:43.558Z - 📡 [TRAFFIC] 11:32:43 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:02:43.860Z - 📡 [TRAFFIC] 11:32:43 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:02:44.110Z - 📡 [TRAFFIC] 11:32:44 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:02:53.366Z - 📡 [TRAFFIC] 11:32:53 am | GET /api/orders/vendor?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:02:53.370Z - 📡 [TRAFFIC] 11:32:53 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:02:53.373Z - 📡 [TRAFFIC] 11:32:53 am | GET /api/notifications?userId=69f1d2bc2c76f5ab4ec82161&role=vendor
2026-04-30T06:02:53.443Z - 📡 [TRAFFIC] 11:32:53 am | GET /api/orders/vendor?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:02:53.474Z - 📡 [TRAFFIC] 11:32:53 am | GET /api/notifications?userId=69f1d2bc2c76f5ab4ec82161&role=vendor
2026-04-30T06:02:53.614Z - 📡 [TRAFFIC] 11:32:53 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:02.100Z - 📡 [TRAFFIC] 11:33:02 am | POST /api/orders/vendor-accept/69f2f083b55f2897a51954dd
2026-04-30T06:03:02.513Z - --- Matching for 22.798059, 75.9232677 (Found 0 active riders) ---
2026-04-30T06:03:03.273Z - 📡 [TRAFFIC] 11:33:03 am | GET /api/orders/vendor?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:03.276Z - 📡 [TRAFFIC] 11:33:03 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:03.281Z - 📡 [TRAFFIC] 11:33:03 am | GET /api/notifications?userId=69f1d2bc2c76f5ab4ec82161&role=vendor
2026-04-30T06:03:09.650Z - 📡 [TRAFFIC] 11:33:09 am | GET /api/orders/vendor?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:09.658Z - 📡 [TRAFFIC] 11:33:09 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:09.668Z - 📡 [TRAFFIC] 11:33:09 am | GET /api/notifications?userId=69f1d2bc2c76f5ab4ec82161&role=vendor
2026-04-30T06:03:09.672Z - SOCKET_JOIN - Client 5A9V31REj1KzQm9pAAAb -> vendors_pool
2026-04-30T06:03:09.704Z - SOCKET_JOIN - Client 5A9V31REj1KzQm9pAAAb -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:09.705Z - SOCKET_JOIN - Client 5A9V31REj1KzQm9pAAAb -> vendors_pool
2026-04-30T06:03:09.706Z - SOCKET_JOIN - Client 5A9V31REj1KzQm9pAAAb -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:09.808Z - 📡 [TRAFFIC] 11:33:09 am | GET /api/notifications?userId=69f1d2bc2c76f5ab4ec82161&role=vendor
2026-04-30T06:03:09.819Z - 📡 [TRAFFIC] 11:33:09 am | GET /api/orders/vendor?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:09.941Z - 📡 [TRAFFIC] 11:33:09 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:20.044Z - 📡 [TRAFFIC] 11:33:20 am | GET /api/orders/vendor?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:20.051Z - SOCKET_JOIN - Client wFiOYPUDu4Sl9orsAAAd -> vendors_pool
2026-04-30T06:03:20.054Z - 📡 [TRAFFIC] 11:33:20 am | GET /api/notifications?userId=69f1d2bc2c76f5ab4ec82161&role=vendor
2026-04-30T06:03:20.106Z - 📡 [TRAFFIC] 11:33:20 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:20.114Z - SOCKET_JOIN - Client wFiOYPUDu4Sl9orsAAAd -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:20.116Z - SOCKET_JOIN - Client wFiOYPUDu4Sl9orsAAAd -> vendors_pool
2026-04-30T06:03:20.118Z - SOCKET_JOIN - Client wFiOYPUDu4Sl9orsAAAd -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:20.140Z - 📡 [TRAFFIC] 11:33:20 am | GET /api/notifications?userId=69f1d2bc2c76f5ab4ec82161&role=vendor
2026-04-30T06:03:20.188Z - 📡 [TRAFFIC] 11:33:20 am | GET /api/orders/vendor?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:20.259Z - 📡 [TRAFFIC] 11:33:20 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:29.887Z - 📡 [TRAFFIC] 11:33:29 am | GET /api/orders/vendor?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:29.891Z - 📡 [TRAFFIC] 11:33:29 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:29.894Z - 📡 [TRAFFIC] 11:33:29 am | GET /api/notifications?userId=69f1d2bc2c76f5ab4ec82161&role=vendor
2026-04-30T06:03:29.898Z - SOCKET_JOIN - Client RmzqALUZRjazjm24AAAf -> vendors_pool
2026-04-30T06:03:29.935Z - SOCKET_JOIN - Client RmzqALUZRjazjm24AAAf -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:29.936Z - SOCKET_JOIN - Client RmzqALUZRjazjm24AAAf -> vendors_pool
2026-04-30T06:03:29.938Z - SOCKET_JOIN - Client RmzqALUZRjazjm24AAAf -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:30.072Z - 📡 [TRAFFIC] 11:33:30 am | GET /api/notifications?userId=69f1d2bc2c76f5ab4ec82161&role=vendor
2026-04-30T06:03:30.081Z - 📡 [TRAFFIC] 11:33:30 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:30.083Z - 📡 [TRAFFIC] 11:33:30 am | GET /api/orders/vendor?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:37.832Z - 📡 [TRAFFIC] 11:33:37 am | GET /api/orders/vendor?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:37.835Z - 📡 [TRAFFIC] 11:33:37 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:37.838Z - 📡 [TRAFFIC] 11:33:37 am | GET /api/notifications?userId=69f1d2bc2c76f5ab4ec82161&role=vendor
2026-04-30T06:03:37.841Z - SOCKET_JOIN - Client mOW1HDnd_fpy1uswAAAh -> vendors_pool
2026-04-30T06:03:37.878Z - SOCKET_JOIN - Client mOW1HDnd_fpy1uswAAAh -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:37.879Z - SOCKET_JOIN - Client mOW1HDnd_fpy1uswAAAh -> vendors_pool
2026-04-30T06:03:37.879Z - SOCKET_JOIN - Client mOW1HDnd_fpy1uswAAAh -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:37.940Z - 📡 [TRAFFIC] 11:33:37 am | GET /api/notifications?userId=69f1d2bc2c76f5ab4ec82161&role=vendor
2026-04-30T06:03:38.000Z - 📡 [TRAFFIC] 11:33:38 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:38.004Z - 📡 [TRAFFIC] 11:33:38 am | GET /api/orders/vendor?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:03:44.126Z - 📡 [TRAFFIC] 11:33:44 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:03:44.129Z - SOCKET_JOIN - Client 8Jkr1V0ZUDfm4HKqAAAZ -> order_69f2f083b55f2897a51954dd
2026-04-30T06:03:44.132Z - SOCKET_JOIN - Client 8Jkr1V0ZUDfm4HKqAAAZ -> order_69f2f083b55f2897a51954dd
2026-04-30T06:03:44.267Z - 📡 [TRAFFIC] 11:33:44 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:03:49.344Z - 📡 [TRAFFIC] 11:33:49 am | POST /api/logistics/request
2026-04-30T06:04:00.146Z - 📡 [TRAFFIC] 11:34:00 am | POST /api/logistics/verify
2026-04-30T06:04:00.327Z - 📡 [TRAFFIC] 11:34:00 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:04:06.170Z - 📡 [TRAFFIC] 11:34:06 am | GET /api/orders/vendor?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:04:06.175Z - 📡 [TRAFFIC] 11:34:06 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:04:06.191Z - 📡 [TRAFFIC] 11:34:06 am | GET /api/notifications?userId=69f1d2bc2c76f5ab4ec82161&role=vendor
2026-04-30T06:04:06.197Z - SOCKET_JOIN - Client 2fCwkYM0E1ggmq1uAAAj -> vendors_pool
2026-04-30T06:04:06.293Z - SOCKET_JOIN - Client 2fCwkYM0E1ggmq1uAAAj -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:04:06.296Z - SOCKET_JOIN - Client 2fCwkYM0E1ggmq1uAAAj -> vendors_pool
2026-04-30T06:04:06.298Z - SOCKET_JOIN - Client 2fCwkYM0E1ggmq1uAAAj -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:04:06.330Z - 📡 [TRAFFIC] 11:34:06 am | GET /api/notifications?userId=69f1d2bc2c76f5ab4ec82161&role=vendor
2026-04-30T06:04:06.375Z - 📡 [TRAFFIC] 11:34:06 am | GET /api/orders/pool?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:04:06.378Z - 📡 [TRAFFIC] 11:34:06 am | GET /api/orders/vendor?vendorId=69f1d2bc2c76f5ab4ec82161
2026-04-30T06:04:15.345Z - 📡 [TRAFFIC] 11:34:15 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:04:15.501Z - 📡 [TRAFFIC] 11:34:15 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:04:19.422Z - 📡 [TRAFFIC] 11:34:19 am | PATCH /api/orders/status/69f2f083b55f2897a51954dd
2026-04-30T06:04:20.684Z - 📡 [TRAFFIC] 11:34:20 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:04:20.690Z - SOCKET_JOIN - Client Bz6Evdk6SvLwQhSDAAAl -> vendors_pool
2026-04-30T06:04:20.704Z - SOCKET_JOIN - Client Bz6Evdk6SvLwQhSDAAAl -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:04:20.705Z - SOCKET_JOIN - Client Bz6Evdk6SvLwQhSDAAAl -> vendors_pool
2026-04-30T06:04:20.707Z - SOCKET_JOIN - Client Bz6Evdk6SvLwQhSDAAAl -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:04:20.818Z - 📡 [TRAFFIC] 11:34:20 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:04:24.900Z - 📡 [TRAFFIC] 11:34:24 am | POST /api/orders/mark-ready/69f2f083b55f2897a51954dd
2026-04-30T06:04:26.197Z - 📡 [TRAFFIC] 11:34:26 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:04:26.203Z - SOCKET_JOIN - Client DVFDwSR2mfy1kJBXAAAn -> vendors_pool
2026-04-30T06:04:26.223Z - SOCKET_JOIN - Client DVFDwSR2mfy1kJBXAAAn -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:04:26.224Z - SOCKET_JOIN - Client DVFDwSR2mfy1kJBXAAAn -> vendors_pool
2026-04-30T06:04:26.225Z - SOCKET_JOIN - Client DVFDwSR2mfy1kJBXAAAn -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:04:26.358Z - 📡 [TRAFFIC] 11:34:26 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:04:44.160Z - 📡 [TRAFFIC] 11:34:44 am | POST /api/orders/verify-handshake/69f2f083b55f2897a51954dd
2026-04-30T06:04:45.421Z - 📡 [TRAFFIC] 11:34:45 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:04:45.430Z - SOCKET_JOIN - Client 1c9ZlEqTSi02gQY0AAAp -> vendors_pool
2026-04-30T06:04:45.450Z - SOCKET_JOIN - Client 1c9ZlEqTSi02gQY0AAAp -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:04:45.467Z - SOCKET_JOIN - Client 1c9ZlEqTSi02gQY0AAAp -> vendors_pool
2026-04-30T06:04:45.471Z - SOCKET_JOIN - Client 1c9ZlEqTSi02gQY0AAAp -> user_69f1d2bc2c76f5ab4ec82161
2026-04-30T06:04:45.594Z - 📡 [TRAFFIC] 11:34:45 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:04:53.117Z - 📡 [TRAFFIC] 11:34:53 am | POST /api/logistics/request
2026-04-30T06:05:01.153Z - 📡 [TRAFFIC] 11:35:01 am | POST /api/logistics/verify
2026-04-30T06:05:01.324Z - 📡 [TRAFFIC] 11:35:01 am | GET /api/orders/69f2f083b55f2897a51954dd
2026-04-30T06:05:31.208Z - 📡 [TRAFFIC] 11:35:31 am | GET /api/ads/active
2026-04-30T06:05:31.289Z - 📡 [TRAFFIC] 11:35:31 am | GET /api/ads/active
2026-04-30T06:05:31.300Z - 📡 [TRAFFIC] 11:35:31 am | GET /uploads//uploads/ads/ad-1776840922950-642798316.mp4
2026-04-30T06:05:33.413Z - SOCKET_JOIN - Client x-sq_4EzaHp0xuBvAAAt -> user_69f1d2bc2c76f5ab4ec82160
2026-04-30T06:05:33.455Z - SOCKET_JOIN - Client x-sq_4EzaHp0xuBvAAAt -> user_69f1d2bc2c76f5ab4ec82160
2026-04-30T06:05:38.324Z - 📡 [TRAFFIC] 11:35:38 am | POST /api/auth/request-otp
2026-04-30T06:05:42.188Z - 📡 [TRAFFIC] 11:35:42 am | POST /api/auth/verify-otp
2026-04-30T06:05:43.214Z - 📡 [TRAFFIC] 11:35:43 am | GET /api/admin/config
2026-04-30T06:05:43.218Z - 📡 [TRAFFIC] 11:35:43 am | GET /api/master-services
2026-04-30T06:05:43.221Z - 📡 [TRAFFIC] 11:35:43 am | GET /api/services?approvedOnly=true
2026-04-30T06:05:43.228Z - SOCKET_JOIN - Client KmL09lfPa5JTgRyvAAAv -> user_69f1d2bc2c76f5ab4ec82160
2026-04-30T06:05:43.234Z - 📡 [TRAFFIC] 11:35:43 am | GET /api/categories/main
2026-04-30T06:05:43.254Z - SOCKET_JOIN - Client KmL09lfPa5JTgRyvAAAv -> user_69f1d2bc2c76f5ab4ec82160
2026-04-30T06:05:43.288Z - 📡 [TRAFFIC] 11:35:43 am | GET /api/admin/config
2026-04-30T06:05:43.304Z - 📡 [TRAFFIC] 11:35:43 am | GET /api/categories/main
2026-04-30T06:05:43.349Z - 📡 [TRAFFIC] 11:35:43 am | GET /api/auth/profile/69f1d2bc2c76f5ab4ec82160
2026-04-30T06:05:43.362Z - 📡 [TRAFFIC] 11:35:43 am | GET /api/services?approvedOnly=true
2026-04-30T06:05:43.416Z - 📡 [TRAFFIC] 11:35:43 am | GET /api/auth/profile/69f1d2bc2c76f5ab4ec82160
2026-04-30T06:05:43.826Z - 📡 [TRAFFIC] 11:35:43 am | GET /api/master-services
2026-04-30T06:05:45.705Z - 📡 [TRAFFIC] 11:35:45 am | GET /api/orders/my?customerId=69f1d2bc2c76f5ab4ec82160
2026-04-30T06:05:45.706Z - [DEBUG] Fetching orders for CustomerID: 69f1d2bc2c76f5ab4ec82160. Detecting phone...
2026-04-30T06:05:45.784Z - [DEBUG] Found phone: 9999999991 for account 69f1d2bc2c76f5ab4ec82160
2026-04-30T06:05:45.887Z - [DEBUG] Cross-account search for 9999999991. Found 1 linked IDs.
2026-04-30T06:05:46.049Z - [DEBUG] Orders found for 9999999991: 5
2026-04-30T06:05:46.053Z - 📡 [TRAFFIC] 11:35:46 am | GET /api/orders/my?customerId=69f1d2bc2c76f5ab4ec82160
2026-04-30T06:05:46.054Z - [DEBUG] Fetching orders for CustomerID: 69f1d2bc2c76f5ab4ec82160. Detecting phone...
2026-04-30T06:05:46.137Z - [DEBUG] Found phone: 9999999991 for account 69f1d2bc2c76f5ab4ec82160
2026-04-30T06:05:46.197Z - [DEBUG] Cross-account search for 9999999991. Found 1 linked IDs.
2026-04-30T06:05:46.360Z - [DEBUG] Orders found for 9999999991: 5
2026-04-30T06:05:55.640Z - 📡 [TRAFFIC] 11:35:55 am | GET /api/admin/config
2026-04-30T06:05:55.643Z - 📡 [TRAFFIC] 11:35:55 am | GET /api/master-services
2026-04-30T06:05:55.645Z - 📡 [TRAFFIC] 11:35:55 am | GET /api/services?approvedOnly=true
2026-04-30T06:05:55.648Z - 📡 [TRAFFIC] 11:35:55 am | GET /api/categories/main
2026-04-30T06:05:55.724Z - 📡 [TRAFFIC] 11:35:55 am | GET /api/admin/config
2026-04-30T06:05:55.726Z - 📡 [TRAFFIC] 11:35:55 am | GET /api/categories/main
2026-04-30T06:05:55.728Z - 📡 [TRAFFIC] 11:35:55 am | GET /api/auth/profile/69f1d2bc2c76f5ab4ec82160
2026-04-30T06:05:55.805Z - 📡 [TRAFFIC] 11:35:55 am | GET /api/services?approvedOnly=true
2026-04-30T06:05:55.810Z - 📡 [TRAFFIC] 11:35:55 am | GET /api/auth/profile/69f1d2bc2c76f5ab4ec82160
2026-04-30T06:05:56.219Z - 📡 [TRAFFIC] 11:35:56 am | GET /api/master-services
2026-04-30T06:06:04.462Z - 📡 [TRAFFIC] 11:36:04 am | GET /api/master-services
2026-04-30T06:06:04.465Z - 📡 [TRAFFIC] 11:36:04 am | GET /api/services?approvedOnly=true
2026-04-30T06:06:04.467Z - 📡 [TRAFFIC] 11:36:04 am | GET /api/orders/nearby-vendors?lat=22.7196&lng=75.8577&radius=15
2026-04-30T06:06:04.470Z - 📡 [TRAFFIC] 11:36:04 am | GET /api/admin/config
2026-04-30T06:06:04.472Z - 📡 [TRAFFIC] 11:36:04 am | GET /api/auth/profile/69f1d2bc2c76f5ab4ec82160
2026-04-30T06:06:04.614Z - 📡 [TRAFFIC] 11:36:04 am | GET /api/admin/config
2026-04-30T06:06:04.617Z - 📡 [TRAFFIC] 11:36:04 am | GET /api/orders/nearby-vendors?lat=22.7196&lng=75.8577&radius=15
2026-04-30T06:06:04.619Z - 📡 [TRAFFIC] 11:36:04 am | GET /api/auth/profile/69f1d2bc2c76f5ab4ec82160
2026-04-30T06:06:04.645Z - 📡 [TRAFFIC] 11:36:04 am | GET /api/orders/nearby-vendors?lat=22.798059&lng=75.9232677&radius=15
2026-04-30T06:06:04.681Z - 📡 [TRAFFIC] 11:36:04 am | GET /api/services?approvedOnly=true
2026-04-30T06:06:04.765Z - 📡 [TRAFFIC] 11:36:04 am | GET /api/orders/nearby-vendors?lat=22.798059&lng=75.9232677&radius=15
2026-04-30T06:06:05.170Z - 📡 [TRAFFIC] 11:36:05 am | GET /api/master-services
2026-04-30T06:06:05.202Z - 📡 [TRAFFIC] 11:36:05 am | GET /api/orders/nearby-vendors?lat=22.798059&lng=75.9232677&radius=15
